gemma:
Step	Training Loss	ValidationLoss	Bleu		R1		R2		Rl		Rlsum
205	0.302100	0.969415	0.549800	0.807500	0.691900	0.787700	0.804300
210	0.207300	0.958174	0.552800	0.811700	0.695900	0.790700	0.808200
215	0.286600	0.955469	0.560700	0.811300	0.697200	0.790500	0.808200
220	0.227900	0.959838	0.563500	0.808700	0.692100	0.787800	0.805100
225	0.332200	0.961188	0.572200	0.806600	0.693000	0.786100	0.803400
230	0.239800	0.958692	0.578100	0.807800	0.696100	0.789500	0.804600
235	0.288500	0.938067	0.576100	0.814100	0.700500	0.794900	0.811000
240	0.179700	0.933773	0.582500	0.814700	0.700700	0.794900	0.811300
245	0.270700	0.935504	0.577000	0.815600	0.702900	0.796100	0.812100
250	0.191600	0.930722	0.579900	0.817000	0.706100	0.797900	0.813800
255	0.249600	0.952546	0.579600	0.817500	0.706300	0.798200	0.814400
260	0.267600	0.956323	0.584400	0.814300	0.702500	0.795400	0.811500
265	0.178200	1.027839	0.578700	0.809200	0.698700	0.790700	0.805900
270	0.116900	1.084581	0.575200	0.807900	0.697600	0.788700	0.804400
275	0.105800	1.035122	0.570800	0.806000	0.697600	0.787800	0.802500
280	0.098900	1.034714	0.571400	0.803900	0.695200	0.784500	0.799300
285	0.137400	1.047998	0.561400	0.810500	0.701100	0.791800	0.806800
290	0.133400	1.037672	0.553600	0.810800	0.701400	0.792600	0.806300
295	0.152500	1.039861	0.552100	0.805900	0.699800	0.787900	0.801700
300	0.131900	1.050599	0.557100	0.806900	0.700100	0.787300	0.803000
305	0.177600	1.045640	0.552500	0.810400	0.703100	0.791000	0.806000
310	0.201700	1.043312	0.550100	0.808800	0.701800	0.789800	0.804800
315	0.174000	1.065328	0.548800	0.802500	0.697600	0.784600	0.799100
320	0.163500	1.062746	0.547000	0.802800	0.697300	0.785000	0.799600
325	0.143700	1.043247	0.545800	0.808400	0.702900	0.790800	0.805100
330	0.101000	1.041960	0.549800	0.808600	0.702800	0.789800	0.804800
335	0.112900	1.064515	0.546700	0.804600	0.700100	0.786100	0.801200
340	0.135500	1.066893	0.538300	0.807400	0.702800	0.788700	0.804000
345	0.166900	1.055669	0.539700	0.807100	0.703500	0.789700	0.804400
350	0.107500	1.072587	0.544000	0.802400	0.699700	0.784900	0.798600
355	0.086700	1.164356	0.540400	0.792000	0.688600	0.773300	0.787800
360	0.080800	1.197538	0.532300	0.791600	0.688700	0.772900	0.787400
365	0.078500	1.166985	0.529900	0.795700	0.691600	0.776200	0.791600
370	0.097200	1.145688	0.534800	0.798600	0.695100	0.779300	0.794500
375	0.103200	1.145106	0.536800	0.800000	0.696500	0.780800	0.796000
380	0.086400	1.155873	0.537800	0.797000	0.694000	0.777500	0.792700
385	0.100800	1.161877	0.536600	0.795400	0.692300	0.775900	0.791200
390	0.114900	1.164411	0.539600	0.794700	0.692300	0.775500	0.790500
395	0.095100	1.163095	0.538900	0.796000	0.694100	0.777100	0.792100
400	0.125600	1.165973	0.540500	0.795500	0.694000	0.777500	0.791800
405	0.122800	1.165643	0.540800	0.792600	0.691800	0.775000	0.789300
410	0.092300	1.163387	0.538900	0.791900	0.689500	0.773300	0.788200
415	0.102000	1.163264	0.539200	0.788600	0.687300	0.770700	0.784700
420	0.097900	1.163452	0.538200	0.788000	0.685900	0.769900	0.784100
425	0.086100	1.161728	0.539600	0.787600	0.685800	0.769400	0.783700
430	0.079500	1.162401	0.540100	0.790200	0.687700	0.771500	0.786200
435	0.059700	1.162166	0.539100	0.789700	0.686900	0.771100	0.785400

llama:
Step	Training Loss	Validation Loss	Bleu	R1	R2	Rl	Rlsum
5	2.039900	1.789640	0.362600	0.590400	0.298600	0.491500	0.555700
10	1.220500	1.087248	0.459700	0.724900	0.539000	0.688400	0.720400
15	1.085600	0.980404	0.461000	0.714200	0.533300	0.678400	0.709700
20	0.932300	0.921463	0.482600	0.721000	0.544600	0.684900	0.717300
25	0.886200	0.862069	0.499100	0.736800	0.561900	0.699700	0.732800
30	0.866700	0.808290	0.510400	0.754300	0.585800	0.720700	0.750200
35	0.828300	0.778125	0.524100	0.760200	0.595500	0.727700	0.756300
40	0.750200	0.758470	0.536600	0.764000	0.598300	0.731100	0.760200
45	0.846000	0.734613	0.539700	0.768100	0.604800	0.737600	0.765200
50	0.601100	0.714320	0.545800	0.773600	0.615100	0.743400	0.770000
55	0.677200	0.688573	0.556600	0.766400	0.608100	0.734800	0.762600
60	0.660900	0.670365	0.560200	0.767300	0.610700	0.736300	0.764000
65	0.799700	0.651549	0.566000	0.766100	0.615200	0.737300	0.763200
70	0.751200	0.632953	0.574300	0.776300	0.629500	0.748900	0.774000
75	0.686100	0.620436	0.567700	0.783900	0.638700	0.756900	0.780800
80	0.643400	0.606023	0.585900	0.790900	0.648800	0.764900	0.788000
85	0.738700	0.594235	0.586500	0.794300	0.654700	0.770600	0.791400
90	0.619300	0.587806	0.594000	0.800200	0.660700	0.778300	0.796800
95	0.567600	0.576009	0.598600	0.801400	0.662200	0.779000	0.798500
100	0.566500	0.568203	0.595800	0.801400	0.665800	0.778800	0.798600
105	0.488800	0.561334	0.594400	0.799900	0.666700	0.777900	0.797300
110	0.562800	0.554523	0.600800	0.800200	0.665000	0.776700	0.797900
115	0.560700	0.546523	0.603600	0.804400	0.671300	0.780900	0.802200
120	0.581000	0.543243	0.598000	0.804500	0.672800	0.781200	0.802200
125	0.587700	0.532851	0.609400	0.805200	0.676200	0.783900	0.802600
130	0.500500	0.526489	0.618300	0.805600	0.678300	0.783700	0.803300
135	0.466500	0.520284	0.617800	0.811500	0.686400	0.790500	0.809300
140	0.542600	0.515809	0.623400	0.814400	0.689300	0.793900	0.811900
145	0.509400	0.509894	0.622500	0.812500	0.690100	0.792200	0.810400
150	0.468600	0.505230	0.619600	0.813800	0.690300	0.793500	0.811600
155	0.497100	0.498683	0.628700	0.815000	0.694300	0.796400	0.813000
160	0.527300	0.496829	0.626500	0.815000	0.692200	0.795300	0.813100
165	0.525700	0.493852	0.631100	0.816000	0.695200	0.796300	0.813900
170	0.397600	0.486625	0.625800	0.822200	0.702600	0.803000	0.820200
175	0.357700	0.485785	0.630600	0.818800	0.699600	0.801000	0.816700
180	0.414800	0.487851	0.631700	0.819900	0.702100	0.802400	0.817700
185	0.348000	0.485179	0.630500	0.819200	0.700700	0.801000	0.817400
190	0.305600	0.491957	0.633800	0.816300	0.698100	0.798800	0.813600
195	0.428500	0.479482	0.635400	0.817700	0.700200	0.799500	0.815500
200	0.415000	0.486854	0.631100	0.815100	0.697500	0.796900	0.812800
205	0.439700	0.478065	0.625300	0.819200	0.703300	0.801400	0.817200
210	0.346400	0.476817	0.636000	0.817500	0.702100	0.800500	0.815300
215	0.394400	0.471220	0.640400	0.822200	0.709100	0.805300	0.820500
220	0.324800	0.469707	0.637700	0.821700	0.707500	0.803900	0.819900
225	0.483700	0.470011	0.640200	0.822400	0.708200	0.805800	0.820200
230	0.360900	0.468832	0.641500	0.822600	0.706300	0.805800	0.820000
235	0.410700	0.464074	0.638200	0.825100	0.712900	0.809200	0.822800
240	0.271200	0.464807	0.636000	0.826600	0.715200	0.811300	0.824400
245	0.392100	0.459943	0.640700	0.829300	0.719100	0.813400	0.827000
250	0.281900	0.453224	0.644900	0.827600	0.716200	0.810600	0.825200
255	0.359700	0.452105	0.651000	0.829700	0.719600	0.813200	0.827300
260	0.425500	0.452669	0.653700	0.830100	0.721000	0.814100	0.828000
265	0.281600	0.458492	0.650900	0.827100	0.716300	0.811000	0.824700
270	0.210000	0.476557	0.653700	0.825800	0.715300	0.809600	0.823400
275	0.170400	0.455960	0.647500	0.827400	0.717600	0.811200	0.824900
280	0.182200	0.471768	0.650500	0.826300	0.718300	0.810800	0.823500
285	0.243200	0.462351	0.653600	0.827900	0.718500	0.812100	0.825700
290	0.224000	0.456055	0.657400	0.831200	0.722500	0.815400	0.828800
295	0.257400	0.464761	0.655900	0.830900	0.722600	0.814400	0.828500
300	0.232200	0.459740	0.655000	0.830900	0.724100	0.814300	0.828800
305	0.299600	0.457678	0.652100	0.830500	0.723100	0.814000	0.828200
310	0.339600	0.459910	0.657600	0.829000	0.722800	0.813000	0.826200
315	0.279500	0.456156	0.658900	0.828800	0.724800	0.812600	0.826500
320	0.270700	0.454302	0.656900	0.829600	0.726500	0.813900	0.827500
325	0.254200	0.448572	0.655800	0.831900	0.728600	0.816000	0.829600
330	0.167200	0.446734	0.658600	0.833900	0.729800	0.817500	0.831700
335	0.191100	0.448806	0.658300	0.833700	0.730700	0.818000	0.832000
340	0.219600	0.446920	0.659600	0.835900	0.732800	0.819600	0.834200
345	0.264100	0.447655	0.663900	0.834300	0.731400	0.817900	0.832000
350	0.227500	0.446967	0.668200	0.833800	0.731600	0.818500	0.831300
355	0.180500	0.471710	0.664700	0.831000	0.728000	0.814700	0.828200
360	0.171300	0.475302	0.660300	0.831700	0.729100	0.815600	0.829500
365	0.177500	0.465868	0.655600	0.832600	0.730700	0.816500	0.830100
370	0.155100	0.466461	0.652000	0.833500	0.732200	0.817200	0.831000
375	0.201000	0.474189	0.651700	0.831600	0.729000	0.815200	0.829300
380	0.172700	0.473484	0.653800	0.832700	0.729800	0.816000	0.830400
385	0.192800	0.467216	0.653800	0.833700	0.731200	0.817800	0.831600
390	0.217900	0.465839	0.653100	0.833500	0.730600	0.817600	0.830900
395	0.162400	0.466612	0.657000	0.833000	0.732000	0.817700	0.830700
400	0.245000	0.467256	0.658600	0.834100	0.733600	0.818600	0.831800
405	0.225400	0.463482	0.660200	0.834800	0.735400	0.820100	0.832400
410	0.202000	0.461056	0.660500	0.836200	0.737000	0.821100	0.833700
415	0.204300	0.461614	0.660400	0.836600	0.737600	0.821700	0.834000
420	0.180900	0.463081	0.660100	0.836500	0.737000	0.821100	0.834000
425	0.180400	0.462392	0.660000	0.836800	0.737100	0.821000	0.834400
430	0.147900	0.461283	0.660500	0.836900	0.737400	0.821600	0.834200
435	0.093700	0.461284	0.660100	0.837100	0.737500	0.821700	0.834600

phi:
Step	Training Loss	Validation Loss	Bleu	R1	R2	Rl	Rlsum
20	0.886800	0.906619	0.327400	0.724600	0.535000	0.688800	0.721400
40	0.815700	0.787818	0.319500	0.746200	0.563400	0.713500	0.743500
60	0.691200	0.702993	0.357200	0.762800	0.588300	0.733800	0.760000
80	0.637200	0.639167	0.445200	0.774500	0.604800	0.746300	0.771400
100	0.610400	0.597626	0.449500	0.783800	0.624400	0.758100	0.780900
120	0.591600	0.559950	0.528100	0.791000	0.639000	0.766500	0.788000
140	0.567300	0.524869	0.565800	0.807100	0.662100	0.784300	0.804500
160	0.533400	0.499307	0.581800	0.813400	0.672200	0.792200	0.810900
180	0.474300	0.491237	0.552400	0.816300	0.679100	0.795200	0.813400
200	0.496900	0.480271	0.560100	0.822700	0.689700	0.802500	0.819900
220	0.368600	0.466023	0.554900	0.820800	0.690500	0.802000	0.818700
240	0.312500	0.456521	0.570000	0.825300	0.698300	0.806800	0.823000
260	0.489900	0.446370	0.581400	0.825900	0.702700	0.807000	0.823500
280	0.274800	0.460149	0.574200	0.826700	0.703700	0.809700	0.824000
300	0.310000	0.443802	0.562800	0.824700	0.702800	0.806400	0.822200
320	0.366900	0.439626	0.586700	0.822600	0.703000	0.805700	0.820500
340	0.321900	0.431969	0.578900	0.827100	0.710500	0.811900	0.825100
360	0.297000	0.445693	0.592200	0.824000	0.708700	0.808600	0.822000
380	0.302500	0.446361	0.595100	0.821900	0.705600	0.806400	0.819900
400	0.387800	0.444316	0.585100	0.824400	0.710300	0.809300	0.822200
420	0.311200	0.440464	0.590600	0.824100	0.710400	0.808900	0.822200

qwen:
Step	Training Loss	ValidationLoss	Bleu		R1		R2		Rl		Rlsum
20	0.873100	0.852805	0.491500	0.714800	0.535900	0.668300	0.709700
40	0.733700	0.758274	0.494600	0.736300	0.563100	0.691600	0.732000
60	0.706100	0.693258	0.502800	0.749500	0.585400	0.708100	0.744900
80	0.662500	0.639557	0.517800	0.759800	0.601800	0.722600	0.755500
100	0.601300	0.593062	0.533300	0.769600	0.626400	0.737300	0.766300
120	0.638400	0.564764	0.539700	0.776700	0.638400	0.748000	0.774600
140	0.565600	0.541105	0.555000	0.777700	0.644900	0.749600	0.775400
160	0.561100	0.519200	0.565800	0.785300	0.655900	0.758300	0.783000
180	0.468700	0.507794	0.568700	0.788200	0.659200	0.759600	0.786100
200	0.495800	0.499548	0.568400	0.783600	0.660300	0.758800	0.781500
220	0.364800	0.490487	0.572000	0.787900	0.667400	0.762700	0.785600
240	0.295000	0.483025	0.571700	0.792800	0.672300	0.767300	0.790700
260	0.471800	0.472824	0.579000	0.794100	0.675700	0.769200	0.792300
280	0.250000	0.478767	0.576800	0.797900	0.677300	0.770000	0.795400
300	0.292100	0.470725	0.581800	0.796300	0.681800	0.772500	0.793200
320	0.369000	0.471382	0.583200	0.795000	0.682300	0.771700	0.793200
340	0.310200	0.461450	0.588300	0.796500	0.684700	0.774100	0.794400
360	0.228900	0.481258	0.585900	0.794500	0.684100	0.772100	0.792400
380	0.276000	0.478616	0.586000	0.795900	0.682600	0.772100	0.793200
400	0.364500	0.475095	0.587800	0.796600	0.685900	0.774300	0.794300
420	0.295500	0.472175	0.587600	0.798000	0.687900	0.775600	0.795900

mistral:
Step	Training Loss	Validation Loss	Bleu	R1	R2	Rl	Rlsum
20	0.685000	0.670969	0.513100	0.671800	0.521000	0.645300	0.668300
40	0.494800	0.524978	0.555900	0.684400	0.555900	0.664100	0.682000
60	0.443700	0.468529	0.576200	0.697300	0.581000	0.681400	0.695500
80	0.462200	0.426417	0.593400	0.711800	0.601000	0.695200	0.709400
100	0.382900	0.410125	0.592900	0.712000	0.607000	0.698300	0.710100
120	0.394700	0.392520	0.609100	0.721700	0.619500	0.708000	0.719500
140	0.352100	0.373080	0.615000	0.718300	0.620900	0.705800	0.716700
160	0.353500	0.358266	0.611800	0.727900	0.632800	0.716400	0.727000
180	0.203900	0.370819	0.621500	0.724000	0.633000	0.712100	0.722700
200	0.215700	0.362333	0.628500	0.727100	0.637000	0.716500	0.725600
220	0.182200	0.354970	0.631200	0.729300	0.640800	0.717800	0.728400
240	0.153100	0.346775	0.635700	0.730700	0.645000	0.720600	0.729300
260	0.244300	0.340916	0.638100	0.732100	0.649100	0.722700	0.730300
280	0.084900	0.364298	0.639300	0.731900	0.648300	0.722400	0.730400
300	0.101500	0.367377	0.646700	0.736800	0.654100	0.727200	0.735500
320	0.125300	0.364687	0.657000	0.741400	0.660300	0.731700	0.739900
340	0.111000	0.362150	0.669500	0.752200	0.673300	0.743100	0.751400
360	0.068300	0.408390	0.661000	0.743100	0.662100	0.733100	0.741800
380	0.060600	0.397940	0.659200	0.742000	0.663100	0.732200	0.740900
400	0.092700	0.399191	0.663300	0.744900	0.667000	0.735000	0.743900
420	0.071700	0.396005	0.663400	0.743800	0.665000	0.733500	0.742500
